Type,Rooms,Repair Subject,Subject Details,Issue,Priority
Suite,Bedroom - Master,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Deadbolt repair,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Door stop,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Hard to open,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Not In List,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Will not close,STANDARD
Suite,Bedroom - Master,Doors,Interior Doors,Will not latch,STANDARD
Suite,Bedroom - Master,Doors,Sliding Doors,Comes off track,STANDARD
Suite,Bedroom - Master,Doors,Sliding Doors,Not In List,STANDARD
Suite,Bedroom - Master,Doors,Sliding Doors,Will not slide,STANDARD
Suite,Bedroom - Master,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Bedroom - Master,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Bedroom - Master,Electrical,Light Switch,Does not work,STANDARD
Suite,Bedroom - Master,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Bedroom - Master,Electrical,Light Switch,Not In List,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,STANDARD
Suite,Bedroom - Master,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Bedroom - Master,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Bedroom - Master,Electrical,Outlet,GFI will not reset,STANDARD
Suite,Bedroom - Master,Electrical,Outlet,Loose from wall,STANDARD
Suite,Bedroom - Master,Electrical,Outlet,No power,EMERGENCY
Suite,Bedroom - Master,Electrical,Outlet,Not In List,STANDARD
Suite,Bedroom - Master,Electrical,Outlet,Sparks,EMERGENCY
Suite,Bedroom - Master,Electrical,Smoke Detector,Chirps,STANDARD
Suite,Bedroom - Master,Electrical,Smoke Detector,False alarms,STANDARD
Suite,Bedroom - Master,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
Suite,Bedroom - Master,Electrical,Smoke Detector,Not In List,STANDARD
Suite,Bedroom - Master,Electrical,Smoke Detector,Replace battery,STANDARD
Suite,Bedroom - Master,Electrical,Smoke Detector,Will not work,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Bedroom - Master,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Bedroom - Master,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Bedroom - Master,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Bedroom - Master,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Bedroom - Master,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Bedroom - Master,Flooring,Floor General,Leak,EMERGENCY
Suite,Bedroom - Master,Flooring,Floor General,Not In List,STANDARD
Suite,Bedroom - Master,Flooring,Hardwood,Loose boards,STANDARD
Suite,Bedroom - Master,Flooring,Hardwood,Not In List,STANDARD
Suite,Bedroom - Master,Flooring,Hardwood,Warped,STANDARD
Suite,Bedroom - Master,Glass Door / Window,Window,Broken glass,EMERGENCY
Suite,Bedroom - Master,Glass Door / Window,Window,Fogged,STANDARD
Suite,Bedroom - Master,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Bedroom - Master,Glass Door / Window,Window,Not In List,STANDARD
Suite,Bedroom - Master,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Bedroom - Master,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Bedroom - Master,Janitorial,Clean,Not In List,STANDARD
Suite,Bedroom - Master,Janitorial,Deodorize,Not In List,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Ants,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Bees,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Fleas,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Not In List,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Roaches,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Scorpions,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Silverfish,STANDARD
Suite,Bedroom - Master,Pest Control,Insects,Spiders,STANDARD
Suite,Bedroom - Master,Pest Control,Pests,Birds,STANDARD
Suite,Bedroom - Master,Pest Control,Pests,Mice,STANDARD
Suite,Bedroom - Master,Pest Control,Pests,Not In List,STANDARD
Suite,Bedroom - Master,Pest Control,Pests,Rats,STANDARD
Suite,Bedroom - Master,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
Suite,Bedroom - Master,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
Suite,Bedroom - Master,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
Suite,Bedroom - Master,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Internet,Cover plate missing,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Internet,Jack or wire repair,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Internet,Not In List,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,TV / Cable,No service,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,TV / Cable,Not In List,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,TV / Cable,Poor reception,STANDARD
Suite,Bedroom - Master,TV / Phone / Alarm / Internet,TV / Cable,Wall plate repair,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Bedroom - Master,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Bedroom - Master,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Den,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Condensing unit outside makes excessive noise,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Condensing unit outside runs when inside unit is off,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Cover panel repair,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Replace filter,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,T-stat repair,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Den,Air Conditioning / Heat,Air Conditioning,Water leak from condensation overflow,EMERGENCY
Suite,Den,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Den,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
Suite,Den,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
Suite,Den,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Den,Air Conditioning / Heat,Heat,Replace filter,STANDARD
Suite,Den,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Den,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Den,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Den,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Den,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Den,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Den,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Den,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Den,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Den,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Den,Blinds,Vertical blind,Not In List,STANDARD
Suite,Den,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Den,Blinds,Vertical blind,Will not close,STANDARD
Suite,Den,Blinds,Vertical blind,Will not open,STANDARD
Suite,Den,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
Suite,Den,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
Suite,Den,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
Suite,Den,Carpentry,Counter Top / Vanity,Damaged,STANDARD
Suite,Den,Carpentry,Counter Top / Vanity,Not In List,STANDARD
Suite,Den,Carpentry,Desk,Damaged,STANDARD
Suite,Den,Carpentry,Desk,Not In List,STANDARD
Suite,Den,Carpentry,Shelves,Damaged,STANDARD
Suite,Den,Carpentry,Shelves,Not In List,STANDARD
Suite,Den,Carpentry,Shelves,Paint,STANDARD
Suite,Den,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Den,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
Suite,Den,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Den,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Den,Carpentry,Window sill,Damaged,STANDARD
Suite,Den,Carpentry,Window sill,Not In List,STANDARD
Suite,Den,Carpentry,Window sill,Paint,STANDARD
Suite,Den,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Den,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Den,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Den,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Den,Doors,Bi-fold Doors,Will not open,STANDARD
Suite,Den,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Den,Doors,Interior Doors,Deadbolt repair,STANDARD
Suite,Den,Doors,Interior Doors,Door stop,STANDARD
Suite,Den,Doors,Interior Doors,Hard to open,STANDARD
Suite,Den,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Den,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Den,Doors,Interior Doors,Not In List,STANDARD
Suite,Den,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Den,Doors,Interior Doors,Will not close,STANDARD
Suite,Den,Doors,Interior Doors,Will not latch,STANDARD
Suite,Den,Doors,Sliding Doors,Comes off track,STANDARD
Suite,Den,Doors,Sliding Doors,Not In List,STANDARD
Suite,Den,Doors,Sliding Doors,Will not slide,STANDARD
Suite,Den,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Den,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Den,Electrical,Light Switch,Does not work,STANDARD
Suite,Den,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Den,Electrical,Light Switch,Not In List,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Den,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Den,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Den,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
Suite,Den,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Den,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Den,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Den,Electrical,Outlet,Loose from wall,STANDARD
Suite,Den,Electrical,Outlet,No power,EMERGENCY
Suite,Den,Electrical,Outlet,Not In List,STANDARD
Suite,Den,Electrical,Outlet,Sparks,EMERGENCY
Suite,Den,Electrical,Smoke Detector,Chirps,STANDARD
Suite,Den,Electrical,Smoke Detector,False alarms,STANDARD
Suite,Den,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
Suite,Den,Electrical,Smoke Detector,Not In List,STANDARD
Suite,Den,Electrical,Smoke Detector,Replace battery,STANDARD
Suite,Den,Electrical,Smoke Detector,Will not work,STANDARD
Suite,Den,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Den,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Den,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Den,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Den,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Den,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Den,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Den,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Den,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Den,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Den,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Den,Flooring,Floor General,Leak,EMERGENCY
Suite,Den,Flooring,Floor General,Not In List,STANDARD
Suite,Den,Flooring,Hardwood,Loose boards,STANDARD
Suite,Den,Flooring,Hardwood,Not In List,STANDARD
Suite,Den,Flooring,Hardwood,Warped,STANDARD
Suite,Den,Flooring,Vinyl / Tile,Needs caulk,STANDARD
Suite,Den,Flooring,Vinyl / Tile,Not In List,STANDARD
Suite,Den,Flooring,Vinyl / Tile,Tile loose,STANDARD
Suite,Den,Glass Door / Window,Glass Door,Broken glass,EMERGENCY
Suite,Den,Glass Door / Window,Glass Door,Door handle,STANDARD
Suite,Den,Glass Door / Window,Glass Door,Door lock,EMERGENCY
Suite,Den,Glass Door / Window,Glass Door,Not In List,STANDARD
Suite,Den,Glass Door / Window,Glass Door,Patio door pin,EMERGENCY
Suite,Den,Glass Door / Window,Glass Door,Will not slide,EMERGENCY
Suite,Den,Glass Door / Window,Window,Broken glass,STANDARD
Suite,Den,Glass Door / Window,Window,Fogged,STANDARD
Suite,Den,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Den,Glass Door / Window,Window,Not In List,STANDARD
Suite,Den,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Den,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Den,Janitorial,Clean,Not In List,STANDARD
Suite,Den,Janitorial,Deodorize,Not In List,STANDARD
Suite,Den,Pest Control,Insects,Ants,STANDARD
Suite,Den,Pest Control,Insects,Bees,STANDARD
Suite,Den,Pest Control,Insects,Fleas,STANDARD
Suite,Den,Pest Control,Insects,Not In List,STANDARD
Suite,Den,Pest Control,Insects,Roaches,STANDARD
Suite,Den,Pest Control,Insects,Scorpions,STANDARD
Suite,Den,Pest Control,Insects,Silverfish,STANDARD
Suite,Den,Pest Control,Insects,Spiders,STANDARD
Suite,Den,Pest Control,Pests,Birds,STANDARD
Suite,Den,Pest Control,Pests,Mice,STANDARD
Suite,Den,Pest Control,Pests,Not In List,STANDARD
Suite,Den,Pest Control,Pests,Rats,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
Suite,Den,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Internet,Cover plate missing,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Internet,Jack or wire repair,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Internet,Not In List,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,TV / Cable,No service,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,TV / Cable,Not In List,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,TV / Cable,Poor reception,STANDARD
Suite,Den,TV / Phone / Alarm / Internet,TV / Cable,Wall plate repair,STANDARD
Suite,Den,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Den,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Den,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Den,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Den,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Den,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Den,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Den,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Den,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Den,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Den,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Den,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Den,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Den,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Den,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Dining Room,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Dining Room,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Not In List,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Will not close,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Will not open,STANDARD
Suite,Dining Room,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
Suite,Dining Room,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
Suite,Dining Room,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
Suite,Dining Room,Carpentry,Counter Top / Vanity,Damaged,STANDARD
Suite,Dining Room,Carpentry,Counter Top / Vanity,Not In List,STANDARD
Suite,Dining Room,Carpentry,Shelves,Damaged,STANDARD
Suite,Dining Room,Carpentry,Shelves,Not In List,STANDARD
Suite,Dining Room,Carpentry,Shelves,Paint,STANDARD
Suite,Dining Room,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Dining Room,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
Suite,Dining Room,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Dining Room,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Dining Room,Carpentry,Window sill,Damaged,STANDARD
Suite,Dining Room,Carpentry,Window sill,Not In List,STANDARD
Suite,Dining Room,Carpentry,Window sill,Paint,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Will not open,STANDARD
Suite,Dining Room,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Dining Room,Doors,Interior Doors,Deadbolt repair,STANDARD
Suite,Dining Room,Doors,Interior Doors,Door stop,STANDARD
Suite,Dining Room,Doors,Interior Doors,Hard to open,STANDARD
Suite,Dining Room,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Dining Room,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Dining Room,Doors,Interior Doors,Not In List,STANDARD
Suite,Dining Room,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Dining Room,Doors,Interior Doors,Will not close,STANDARD
Suite,Dining Room,Doors,Interior Doors,Will not latch,STANDARD
Suite,Dining Room,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Dining Room,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Dining Room,Electrical,Light Switch,Does not work,STANDARD
Suite,Dining Room,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Dining Room,Electrical,Light Switch,Not In List,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
Suite,Dining Room,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Dining Room,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Dining Room,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Dining Room,Electrical,Outlet,Loose from wall,STANDARD
Suite,Dining Room,Electrical,Outlet,No power,EMERGENCY
Suite,Dining Room,Electrical,Outlet,Not In List,STANDARD
Suite,Dining Room,Electrical,Outlet,Sparks,EMERGENCY
Suite,Dining Room,Electrical,Smoke Detector,Chirps,STANDARD
Suite,Dining Room,Electrical,Smoke Detector,False alarms,STANDARD
Suite,Dining Room,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
Suite,Dining Room,Electrical,Smoke Detector,Not In List,STANDARD
Suite,Dining Room,Electrical,Smoke Detector,Replace battery,STANDARD
Suite,Dining Room,Electrical,Smoke Detector,Will not work,STANDARD
Suite,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
Suite,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
Suite,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Missing,STANDARD
Suite,Dining Room,Fire Extinguisher,Apartment fire extinguisher,Recharge,STANDARD
Suite,Dining Room,Fire Extinguisher,Other fire extinguisher,Damaged,STANDARD
